pdf,text,model,regions,sdgs,countries,reasoning
menschenrechtsleitfaden-2026.pdf,"• Die Afrikanische Charta der Menschenrechte und Rechte der Völker (Banjul-Charta, 1986). • Das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung und über die juristische Prüfung in Umweltangelegenheiten in Lateinamerika und der Karibik (Escazú-Konvention, 2021) und das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung an Entscheidungsverfahren und den Zugang zu Gerichten in Umweltangelegenheiten (Aarhus-Konvention, 2001). • Das Internationale Übereinkommen über die biologische Vielfalt (CBD, 1992). • Das Protokoll von Nagoya über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile (2014). • Die Erklärung der Vereinten Nationen über die Rechte der indigenen Völker (UNDRIP, 2007) ist ein internationaler Referenzrahmen für die Rechte Indigener Völker. • Der Beschluss der Konferenz der Vertragsparteien des Übereinkommens über die Biologische Vielfaltzum Globalen Biodiversitätsrahmens (2022). • Der Orientierungsrahmen Menschenrechte im Biodiversitätserhalt der GIZ (2020). • Der Ranger Code of Conduct der International Ranger Federation (2021). • CBD, 2022: Best practices in Gender and Biodiversity. • Resolution der VN-Generalversammlung zum Menschenrecht auf eine saubere, gesunde und nachhaltige Umwelt (A/RES/76/300, 2022).",olfh/teuken-7b-instruct-commercial-v0.4:7b,['global'],"[1.4, 8.5, 16.1]",[],
menschenrechtsleitfaden-2026.pdf,"• Die Afrikanische Charta der Menschenrechte und Rechte der Völker (Banjul-Charta, 1986). • Das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung und über die juristische Prüfung in Umweltangelegenheiten in Lateinamerika und der Karibik (Escazú-Konvention, 2021) und das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung an Entscheidungsverfahren und den Zugang zu Gerichten in Umweltangelegenheiten (Aarhus-Konvention, 2001). • Das Internationale Übereinkommen über die biologische Vielfalt (CBD, 1992). • Das Protokoll von Nagoya über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile (2014). • Die Erklärung der Vereinten Nationen über die Rechte der indigenen Völker (UNDRIP, 2007) ist ein internationaler Referenzrahmen für die Rechte Indigener Völker. • Der Beschluss der Konferenz der Vertragsparteien des Übereinkommens über die Biologische Vielfaltzum Globalen Biodiversitätsrahmens (2022). • Der Orientierungsrahmen Menschenrechte im Biodiversitätserhalt der GIZ (2020). • Der Ranger Code of Conduct der International Ranger Federation (2021). • CBD, 2022: Best practices in Gender and Biodiversity. • Resolution der VN-Generalversammlung zum Menschenrecht auf eine saubere, gesunde und nachhaltige Umwelt (A/RES/76/300, 2022).",qwen2.5:7b,"['Africa', 'Latin America']","[14.5, 15.9, 16.6]",[],
menschenrechtsleitfaden-2026.pdf,"• Die Afrikanische Charta der Menschenrechte und Rechte der Völker (Banjul-Charta, 1986). • Das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung und über die juristische Prüfung in Umweltangelegenheiten in Lateinamerika und der Karibik (Escazú-Konvention, 2021) und das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung an Entscheidungsverfahren und den Zugang zu Gerichten in Umweltangelegenheiten (Aarhus-Konvention, 2001). • Das Internationale Übereinkommen über die biologische Vielfalt (CBD, 1992). • Das Protokoll von Nagoya über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile (2014). • Die Erklärung der Vereinten Nationen über die Rechte der indigenen Völker (UNDRIP, 2007) ist ein internationaler Referenzrahmen für die Rechte Indigener Völker. • Der Beschluss der Konferenz der Vertragsparteien des Übereinkommens über die Biologische Vielfaltzum Globalen Biodiversitätsrahmens (2022). • Der Orientierungsrahmen Menschenrechte im Biodiversitätserhalt der GIZ (2020). • Der Ranger Code of Conduct der International Ranger Federation (2021). • CBD, 2022: Best practices in Gender and Biodiversity. • Resolution der VN-Generalversammlung zum Menschenrecht auf eine saubere, gesunde und nachhaltige Umwelt (A/RES/76/300, 2022).",mistral:7b,"['Africa', 'Latin America']","[12.8, 15.4, 15.9, 15.1]",[],
menschenrechtsleitfaden-2026.pdf,"• Die Afrikanische Charta der Menschenrechte und Rechte der Völker (Banjul-Charta, 1986). • Das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung und über die juristische Prüfung in Umweltangelegenheiten in Lateinamerika und der Karibik (Escazú-Konvention, 2021) und das Übereinkommen über den Zugang zu Informationen, die Öffentlichkeitsbeteiligung an Entscheidungsverfahren und den Zugang zu Gerichten in Umweltangelegenheiten (Aarhus-Konvention, 2001). • Das Internationale Übereinkommen über die biologische Vielfalt (CBD, 1992). • Das Protokoll von Nagoya über den Zugang zu genetischen Ressourcen und die ausgewogene und gerechte Aufteilung der sich aus ihrer Nutzung ergebenden Vorteile (2014). • Die Erklärung der Vereinten Nationen über die Rechte der indigenen Völker (UNDRIP, 2007) ist ein internationaler Referenzrahmen für die Rechte Indigener Völker. • Der Beschluss der Konferenz der Vertragsparteien des Übereinkommens über die Biologische Vielfaltzum Globalen Biodiversitätsrahmens (2022). • Der Orientierungsrahmen Menschenrechte im Biodiversitätserhalt der GIZ (2020). • Der Ranger Code of Conduct der International Ranger Federation (2021). • CBD, 2022: Best practices in Gender and Biodiversity. • Resolution der VN-Generalversammlung zum Menschenrecht auf eine saubere, gesunde und nachhaltige Umwelt (A/RES/76/300, 2022).",llama3.1:8b,"['Africa', 'Asia', 'Latin America']","[8.7, 12.8, 15.4]","['Kenya', 'India']",
smaterialie355-afrika-finanzierungsprogramme.pdf,"WIE BEWIRBT MAN SICH? Unternehmen können sich auf offene Ausschreibungen bewerben Offene Ausschreibungen werden auf der Webseite und per Newsletter veröffentlicht. Der Bewerbungszeitraum, die Zugangskriterien und Bewerbungsauflagen variieren je nach Ausschreibung. HINWEISE Fokus auf Zugangskriterien: Unternehmen sollen in ihrer Bewerbung möglichst klar auf die allgemeinen Zugangskriterien und auf die Querschnittsthemen Armutsreduzierung, Innovation, schwierige Märkte und Gleichberechtigung eingehen. Beide werden näher in den Bewerbungsrichtlinien beschrieben. 25 9 9. Feed the Future – Private Sector Engagement Hub USAID KLEIN-, MITTEL- UND GROSSUNTERNEHMEN, INNOVATIONEN & TECHNOLOGIEN IM BEREICH ERNÄHRUNGSSICHERHEIT UND LANDWIRTSCHAFT ENTWICKLUNGSPARTNERSCHAFT",llama3.2:3b,['Latin America'],[3],['Brazil'],
smaterialie355-afrika-finanzierungsprogramme.pdf,"WIE BEWIRBT MAN SICH? Unternehmen können sich auf offene Ausschreibungen bewerben Offene Ausschreibungen werden auf der Webseite und per Newsletter veröffentlicht. Der Bewerbungszeitraum, die Zugangskriterien und Bewerbungsauflagen variieren je nach Ausschreibung. HINWEISE Fokus auf Zugangskriterien: Unternehmen sollen in ihrer Bewerbung möglichst klar auf die allgemeinen Zugangskriterien und auf die Querschnittsthemen Armutsreduzierung, Innovation, schwierige Märkte und Gleichberechtigung eingehen. Beide werden näher in den Bewerbungsrichtlinien beschrieben. 25 9 9. Feed the Future – Private Sector Engagement Hub USAID KLEIN-, MITTEL- UND GROSSUNTERNEHMEN, INNOVATIONEN & TECHNOLOGIEN IM BEREICH ERNÄHRUNGSSICHERHEIT UND LANDWIRTSCHAFT ENTWICKLUNGSPARTNERSCHAFT",olfh/teuken-7b-instruct-commercial-v0.4:7b,"['Africa', 'Europe']","[1.4, 2.4, 8.7]",['Kenya'],
smaterialie355-afrika-finanzierungsprogramme.pdf,"WIE BEWIRBT MAN SICH? Unternehmen können sich auf offene Ausschreibungen bewerben Offene Ausschreibungen werden auf der Webseite und per Newsletter veröffentlicht. Der Bewerbungszeitraum, die Zugangskriterien und Bewerbungsauflagen variieren je nach Ausschreibung. HINWEISE Fokus auf Zugangskriterien: Unternehmen sollen in ihrer Bewerbung möglichst klar auf die allgemeinen Zugangskriterien und auf die Querschnittsthemen Armutsreduzierung, Innovation, schwierige Märkte und Gleichberechtigung eingehen. Beide werden näher in den Bewerbungsrichtlinien beschrieben. 25 9 9. Feed the Future – Private Sector Engagement Hub USAID KLEIN-, MITTEL- UND GROSSUNTERNEHMEN, INNOVATIONEN & TECHNOLOGIEN IM BEREICH ERNÄHRUNGSSICHERHEIT UND LANDWIRTSCHAFT ENTWICKLUNGSPARTNERSCHAFT",qwen2.5:7b,[],"[9.2, 9.4, 9.5]",[],
smaterialie355-afrika-finanzierungsprogramme.pdf,"WIE BEWIRBT MAN SICH? Unternehmen können sich auf offene Ausschreibungen bewerben Offene Ausschreibungen werden auf der Webseite und per Newsletter veröffentlicht. Der Bewerbungszeitraum, die Zugangskriterien und Bewerbungsauflagen variieren je nach Ausschreibung. HINWEISE Fokus auf Zugangskriterien: Unternehmen sollen in ihrer Bewerbung möglichst klar auf die allgemeinen Zugangskriterien und auf die Querschnittsthemen Armutsreduzierung, Innovation, schwierige Märkte und Gleichberechtigung eingehen. Beide werden näher in den Bewerbungsrichtlinien beschrieben. 25 9 9. Feed the Future – Private Sector Engagement Hub USAID KLEIN-, MITTEL- UND GROSSUNTERNEHMEN, INNOVATIONEN & TECHNOLOGIEN IM BEREICH ERNÄHRUNGSSICHERHEIT UND LANDWIRTSCHAFT ENTWICKLUNGSPARTNERSCHAFT",mistral:7b,['Asia'],"[8.4, 9.2, 9.5]",['Not specified'],
smaterialie355-afrika-finanzierungsprogramme.pdf,"WIE BEWIRBT MAN SICH? Unternehmen können sich auf offene Ausschreibungen bewerben Offene Ausschreibungen werden auf der Webseite und per Newsletter veröffentlicht. Der Bewerbungszeitraum, die Zugangskriterien und Bewerbungsauflagen variieren je nach Ausschreibung. HINWEISE Fokus auf Zugangskriterien: Unternehmen sollen in ihrer Bewerbung möglichst klar auf die allgemeinen Zugangskriterien und auf die Querschnittsthemen Armutsreduzierung, Innovation, schwierige Märkte und Gleichberechtigung eingehen. Beide werden näher in den Bewerbungsrichtlinien beschrieben. 25 9 9. Feed the Future – Private Sector Engagement Hub USAID KLEIN-, MITTEL- UND GROSSUNTERNEHMEN, INNOVATIONEN & TECHNOLOGIEN IM BEREICH ERNÄHRUNGSSICHERHEIT UND LANDWIRTSCHAFT ENTWICKLUNGSPARTNERSCHAFT",llama3.1:8b,['Europe'],[8.4],['Germany'],
bmz-leitlinien-evaluierung-2021.pdf,"• organisationsübergreifende Evaluierungen sowie Synthesen, die bereits gewonnene, empirisch untermauerte Erfahrungen der deutschen EZ und insbesondere auch anderer Geber oder der Wissenschaft aufbereiten; • Meta-Evaluierungen (Überprüfung der Qualität) der von den EZ-Organisationen durchgeführten Evaluierungen. Das DEval erstellt eigenständig sein mehrjähriges Evaluierungsprogramm. Dieses greift vor allem Evaluierungsbedarfe des BMZ und Empfehlungen des DEval-Beirats und dabei insbesondere der Vertreterinnen und Vertreter der Bundestagsfraktionen auf und enthält auch eigene Evaluierungsvorschläge. Intendierter Hauptnutzender der DEval-Evaluierungen ist das BMZ, zudem mittelbar der Deutsche Bundestag. Das Programm bedarf der Gesamtzustimmung der BMZ-Leitung. Die Unabhängigkeit des DEval bei der Auswahl seiner Evaluierungsgegenstände und bei der Durchführung seiner Evaluierungen und Studien ist gewährleistet. Basis der Durchführung sind seine eigenen Standards für Evaluierung, die den Standards dieser Leitlinien entsprechen bzw. darüber hinausgehen sollen.",llama3.2:3b,['Europe'],[8.4],['Germany'],
bmz-leitlinien-evaluierung-2021.pdf,"• organisationsübergreifende Evaluierungen sowie Synthesen, die bereits gewonnene, empirisch untermauerte Erfahrungen der deutschen EZ und insbesondere auch anderer Geber oder der Wissenschaft aufbereiten; • Meta-Evaluierungen (Überprüfung der Qualität) der von den EZ-Organisationen durchgeführten Evaluierungen. Das DEval erstellt eigenständig sein mehrjähriges Evaluierungsprogramm. Dieses greift vor allem Evaluierungsbedarfe des BMZ und Empfehlungen des DEval-Beirats und dabei insbesondere der Vertreterinnen und Vertreter der Bundestagsfraktionen auf und enthält auch eigene Evaluierungsvorschläge. Intendierter Hauptnutzender der DEval-Evaluierungen ist das BMZ, zudem mittelbar der Deutsche Bundestag. Das Programm bedarf der Gesamtzustimmung der BMZ-Leitung. Die Unabhängigkeit des DEval bei der Auswahl seiner Evaluierungsgegenstände und bei der Durchführung seiner Evaluierungen und Studien ist gewährleistet. Basis der Durchführung sind seine eigenen Standards für Evaluierung, die den Standards dieser Leitlinien entsprechen bzw. darüber hinausgehen sollen.",olfh/teuken-7b-instruct-commercial-v0.4:7b,[],[17.26],[],
bmz-leitlinien-evaluierung-2021.pdf,"• organisationsübergreifende Evaluierungen sowie Synthesen, die bereits gewonnene, empirisch untermauerte Erfahrungen der deutschen EZ und insbesondere auch anderer Geber oder der Wissenschaft aufbereiten; • Meta-Evaluierungen (Überprüfung der Qualität) der von den EZ-Organisationen durchgeführten Evaluierungen. Das DEval erstellt eigenständig sein mehrjähriges Evaluierungsprogramm. Dieses greift vor allem Evaluierungsbedarfe des BMZ und Empfehlungen des DEval-Beirats und dabei insbesondere der Vertreterinnen und Vertreter der Bundestagsfraktionen auf und enthält auch eigene Evaluierungsvorschläge. Intendierter Hauptnutzender der DEval-Evaluierungen ist das BMZ, zudem mittelbar der Deutsche Bundestag. Das Programm bedarf der Gesamtzustimmung der BMZ-Leitung. Die Unabhängigkeit des DEval bei der Auswahl seiner Evaluierungsgegenstände und bei der Durchführung seiner Evaluierungen und Studien ist gewährleistet. Basis der Durchführung sind seine eigenen Standards für Evaluierung, die den Standards dieser Leitlinien entsprechen bzw. darüber hinausgehen sollen.",qwen2.5:7b,[],[17.19],[],
bmz-leitlinien-evaluierung-2021.pdf,"• organisationsübergreifende Evaluierungen sowie Synthesen, die bereits gewonnene, empirisch untermauerte Erfahrungen der deutschen EZ und insbesondere auch anderer Geber oder der Wissenschaft aufbereiten; • Meta-Evaluierungen (Überprüfung der Qualität) der von den EZ-Organisationen durchgeführten Evaluierungen. Das DEval erstellt eigenständig sein mehrjähriges Evaluierungsprogramm. Dieses greift vor allem Evaluierungsbedarfe des BMZ und Empfehlungen des DEval-Beirats und dabei insbesondere der Vertreterinnen und Vertreter der Bundestagsfraktionen auf und enthält auch eigene Evaluierungsvorschläge. Intendierter Hauptnutzender der DEval-Evaluierungen ist das BMZ, zudem mittelbar der Deutsche Bundestag. Das Programm bedarf der Gesamtzustimmung der BMZ-Leitung. Die Unabhängigkeit des DEval bei der Auswahl seiner Evaluierungsgegenstände und bei der Durchführung seiner Evaluierungen und Studien ist gewährleistet. Basis der Durchführung sind seine eigenen Standards für Evaluierung, die den Standards dieser Leitlinien entsprechen bzw. darüber hinausgehen sollen.",mistral:7b,['Europe'],[17.19],['Germany'],
bmz-leitlinien-evaluierung-2021.pdf,"• organisationsübergreifende Evaluierungen sowie Synthesen, die bereits gewonnene, empirisch untermauerte Erfahrungen der deutschen EZ und insbesondere auch anderer Geber oder der Wissenschaft aufbereiten; • Meta-Evaluierungen (Überprüfung der Qualität) der von den EZ-Organisationen durchgeführten Evaluierungen. Das DEval erstellt eigenständig sein mehrjähriges Evaluierungsprogramm. Dieses greift vor allem Evaluierungsbedarfe des BMZ und Empfehlungen des DEval-Beirats und dabei insbesondere der Vertreterinnen und Vertreter der Bundestagsfraktionen auf und enthält auch eigene Evaluierungsvorschläge. Intendierter Hauptnutzender der DEval-Evaluierungen ist das BMZ, zudem mittelbar der Deutsche Bundestag. Das Programm bedarf der Gesamtzustimmung der BMZ-Leitung. Die Unabhängigkeit des DEval bei der Auswahl seiner Evaluierungsgegenstände und bei der Durchführung seiner Evaluierungen und Studien ist gewährleistet. Basis der Durchführung sind seine eigenen Standards für Evaluierung, die den Standards dieser Leitlinien entsprechen bzw. darüber hinausgehen sollen.",llama3.1:8b,[],[17.19],[],
